split,domain,kind,anomaly_type,image_path,mask_path,source_path,mask_kind,mask_scale,augmentation
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0067__002.png,train/masks/mms_rpi__train__synthetic__IMG_0067__002.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0067.png,scratch,2,zoom-out-0.85+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0067__003.png,train/masks/mms_rpi__train__synthetic__IMG_0067__003.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0067.png,scratch,4,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0067__004.png,train/masks/mms_rpi__train__synthetic__IMG_0067__004.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0067.png,scratch_cluster,4,zoom-none+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0067__005.png,train/masks/mms_rpi__train__synthetic__IMG_0067__005.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0067.png,blob,5,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0067__006.png,train/masks/mms_rpi__train__synthetic__IMG_0067__006.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0067.png,scratch_cluster,3,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0067__007.png,train/masks/mms_rpi__train__synthetic__IMG_0067__007.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0067.png,scratch,3,zoom-out-0.80+bg-none
train,mms_rpi,clean,good,train/images/mms_rpi__train__clean__IMG_0144__000.png,train/masks/mms_rpi__train__clean__IMG_0144__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0144.png,zero,,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0144__000.png,train/masks/mms_rpi__train__synthetic__IMG_0144__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0144.png,scratch,2,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0144__001.png,train/masks/mms_rpi__train__synthetic__IMG_0144__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0144.png,blob,1,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0144__002.png,train/masks/mms_rpi__train__synthetic__IMG_0144__002.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0144.png,blob,2,zoom-none+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0144__003.png,train/masks/mms_rpi__train__synthetic__IMG_0144__003.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0144.png,scratch_cluster,3,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0144__004.png,train/masks/mms_rpi__train__synthetic__IMG_0144__004.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0144.png,blob,3,zoom-out-0.91+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0144__005.png,train/masks/mms_rpi__train__synthetic__IMG_0144__005.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0144.png,scratch_cluster,5,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0144__006.png,train/masks/mms_rpi__train__synthetic__IMG_0144__006.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0144.png,scratch,4,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0144__007.png,train/masks/mms_rpi__train__synthetic__IMG_0144__007.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0144.png,scratch_cluster,4,zoom-none+bg-none
train,mms_rpi,clean,good,train/images/mms_rpi__train__clean__IMG_0072__000.png,train/masks/mms_rpi__train__clean__IMG_0072__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0072.png,zero,,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0072__000.png,train/masks/mms_rpi__train__synthetic__IMG_0072__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0072.png,scratch_cluster,5,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0072__001.png,train/masks/mms_rpi__train__synthetic__IMG_0072__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0072.png,blob,1,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0072__002.png,train/masks/mms_rpi__train__synthetic__IMG_0072__002.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0072.png,scratch_cluster,4,zoom-none+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0072__003.png,train/masks/mms_rpi__train__synthetic__IMG_0072__003.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0072.png,scratch,4,zoom-in-1.11+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0072__004.png,train/masks/mms_rpi__train__synthetic__IMG_0072__004.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0072.png,scratch,2,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0072__005.png,train/masks/mms_rpi__train__synthetic__IMG_0072__005.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0072.png,blob,3,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0072__006.png,train/masks/mms_rpi__train__synthetic__IMG_0072__006.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0072.png,blob,2,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0072__007.png,train/masks/mms_rpi__train__synthetic__IMG_0072__007.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0072.png,blob,2,zoom-none+bg-none
train,mms_rpi,clean,good,train/images/mms_rpi__train__clean__IMG_0199__000.png,train/masks/mms_rpi__train__clean__IMG_0199__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0199.png,zero,,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0199__000.png,train/masks/mms_rpi__train__synthetic__IMG_0199__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0199.png,scratch_cluster,2,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0199__001.png,train/masks/mms_rpi__train__synthetic__IMG_0199__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0199.png,scratch_cluster,1,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0199__002.png,train/masks/mms_rpi__train__synthetic__IMG_0199__002.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0199.png,scratch,3,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0199__003.png,train/masks/mms_rpi__train__synthetic__IMG_0199__003.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0199.png,scratch_cluster,4,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0199__004.png,train/masks/mms_rpi__train__synthetic__IMG_0199__004.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0199.png,scratch,1,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0199__005.png,train/masks/mms_rpi__train__synthetic__IMG_0199__005.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0199.png,scratch,1,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0199__006.png,train/masks/mms_rpi__train__synthetic__IMG_0199__006.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0199.png,scratch_cluster,4,zoom-none+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0199__007.png,train/masks/mms_rpi__train__synthetic__IMG_0199__007.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0199.png,scratch_cluster,3,zoom-none+bg-recolor
train,mms_rpi,clean,good,train/images/mms_rpi__train__clean__RPI_014__000.png,train/masks/mms_rpi__train__clean__RPI_014__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_014.png,zero,,zoom-in-1.12+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__RPI_014__000.png,train/masks/mms_rpi__train__synthetic__RPI_014__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_014.png,blob,2,zoom-none+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__RPI_014__001.png,train/masks/mms_rpi__train__synthetic__RPI_014__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_014.png,scratch,2,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__RPI_014__002.png,train/masks/mms_rpi__train__synthetic__RPI_014__002.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_014.png,blob,3,zoom-out-0.80+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__RPI_014__003.png,train/masks/mms_rpi__train__synthetic__RPI_014__003.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_014.png,scratch,4,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__RPI_014__004.png,train/masks/mms_rpi__train__synthetic__RPI_014__004.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_014.png,blob,4,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__RPI_014__005.png,train/masks/mms_rpi__train__synthetic__RPI_014__005.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_014.png,scratch,3,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__RPI_014__006.png,train/masks/mms_rpi__train__synthetic__RPI_014__006.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_014.png,scratch,2,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__RPI_014__007.png,train/masks/mms_rpi__train__synthetic__RPI_014__007.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_014.png,blob,1,zoom-out-0.88+bg-none
train,mms_rpi,clean,good,train/images/mms_rpi__train__clean__IMG_0025__000.png,train/masks/mms_rpi__train__clean__IMG_0025__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0025.png,zero,,zoom-none+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0025__000.png,train/masks/mms_rpi__train__synthetic__IMG_0025__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0025.png,scratch,5,zoom-none+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0025__001.png,train/masks/mms_rpi__train__synthetic__IMG_0025__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0025.png,blob,2,zoom-out-0.83+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0025__002.png,train/masks/mms_rpi__train__synthetic__IMG_0025__002.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0025.png,scratch_cluster,3,zoom-none+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0025__003.png,train/masks/mms_rpi__train__synthetic__IMG_0025__003.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0025.png,blob,2,zoom-none+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0025__004.png,train/masks/mms_rpi__train__synthetic__IMG_0025__004.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0025.png,scratch,5,zoom-none+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0025__005.png,train/masks/mms_rpi__train__synthetic__IMG_0025__005.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0025.png,scratch,1,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0025__006.png,train/masks/mms_rpi__train__synthetic__IMG_0025__006.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0025.png,blob,3,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0025__007.png,train/masks/mms_rpi__train__synthetic__IMG_0025__007.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0025.png,scratch_cluster,5,zoom-none+bg-recolor
train,mms_rpi,clean,good,train/images/mms_rpi__train__clean__IMG_0080__000.png,train/masks/mms_rpi__train__clean__IMG_0080__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0080.png,zero,,zoom-out-0.86+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0080__000.png,train/masks/mms_rpi__train__synthetic__IMG_0080__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0080.png,scratch_cluster,1,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0080__001.png,train/masks/mms_rpi__train__synthetic__IMG_0080__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0080.png,scratch_cluster,5,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0080__002.png,train/masks/mms_rpi__train__synthetic__IMG_0080__002.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0080.png,scratch,1,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0080__003.png,train/masks/mms_rpi__train__synthetic__IMG_0080__003.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0080.png,scratch_cluster,5,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0080__004.png,train/masks/mms_rpi__train__synthetic__IMG_0080__004.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0080.png,blob,3,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0080__005.png,train/masks/mms_rpi__train__synthetic__IMG_0080__005.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0080.png,scratch_cluster,4,zoom-out-0.91+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0080__006.png,train/masks/mms_rpi__train__synthetic__IMG_0080__006.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0080.png,blob,1,zoom-out-0.85+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0080__007.png,train/masks/mms_rpi__train__synthetic__IMG_0080__007.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0080.png,scratch_cluster,4,zoom-out-0.79+bg-none
train,mms_rpi,clean,good,train/images/mms_rpi__train__clean__IMG_0123__000.png,train/masks/mms_rpi__train__clean__IMG_0123__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0123.png,zero,,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0123__000.png,train/masks/mms_rpi__train__synthetic__IMG_0123__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0123.png,scratch,1,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0123__001.png,train/masks/mms_rpi__train__synthetic__IMG_0123__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0123.png,blob,3,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0123__002.png,train/masks/mms_rpi__train__synthetic__IMG_0123__002.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0123.png,blob,2,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0123__003.png,train/masks/mms_rpi__train__synthetic__IMG_0123__003.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0123.png,scratch_cluster,3,zoom-none+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0123__004.png,train/masks/mms_rpi__train__synthetic__IMG_0123__004.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0123.png,scratch,3,zoom-none+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0123__005.png,train/masks/mms_rpi__train__synthetic__IMG_0123__005.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0123.png,blob,2,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0123__006.png,train/masks/mms_rpi__train__synthetic__IMG_0123__006.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0123.png,scratch_cluster,3,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0123__007.png,train/masks/mms_rpi__train__synthetic__IMG_0123__007.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0123.png,scratch_cluster,5,zoom-none+bg-recolor
train,mms_rpi,clean,good,train/images/mms_rpi__train__clean__IMG_0167__000.png,train/masks/mms_rpi__train__clean__IMG_0167__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0167.png,zero,,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0167__000.png,train/masks/mms_rpi__train__synthetic__IMG_0167__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0167.png,scratch,1,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0167__001.png,train/masks/mms_rpi__train__synthetic__IMG_0167__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0167.png,scratch_cluster,5,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0167__002.png,train/masks/mms_rpi__train__synthetic__IMG_0167__002.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0167.png,blob,5,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0167__003.png,train/masks/mms_rpi__train__synthetic__IMG_0167__003.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0167.png,scratch_cluster,3,zoom-none+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0167__004.png,train/masks/mms_rpi__train__synthetic__IMG_0167__004.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0167.png,blob,1,zoom-in-1.17+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0167__005.png,train/masks/mms_rpi__train__synthetic__IMG_0167__005.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0167.png,blob,1,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0167__006.png,train/masks/mms_rpi__train__synthetic__IMG_0167__006.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0167.png,scratch,5,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0167__007.png,train/masks/mms_rpi__train__synthetic__IMG_0167__007.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0167.png,scratch,4,zoom-none+bg-recolor
train,mms_rpi,clean,good,train/images/mms_rpi__train__clean__IMG_0038__000.png,train/masks/mms_rpi__train__clean__IMG_0038__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0038.png,zero,,zoom-out-0.89+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0038__000.png,train/masks/mms_rpi__train__synthetic__IMG_0038__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0038.png,scratch_cluster,3,zoom-in-1.23+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0038__001.png,train/masks/mms_rpi__train__synthetic__IMG_0038__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0038.png,scratch_cluster,1,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0038__002.png,train/masks/mms_rpi__train__synthetic__IMG_0038__002.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0038.png,scratch,1,zoom-in-1.21+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0038__003.png,train/masks/mms_rpi__train__synthetic__IMG_0038__003.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0038.png,scratch,1,zoom-none+bg-recolor
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0038__004.png,train/masks/mms_rpi__train__synthetic__IMG_0038__004.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0038.png,scratch_cluster,4,zoom-out-0.92+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0038__005.png,train/masks/mms_rpi__train__synthetic__IMG_0038__005.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0038.png,scratch,3,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0038__006.png,train/masks/mms_rpi__train__synthetic__IMG_0038__006.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0038.png,scratch,5,zoom-none+bg-none
train,mms_rpi,synthetic,synthetic,train/images/mms_rpi__train__synthetic__IMG_0038__007.png,train/masks/mms_rpi__train__synthetic__IMG_0038__007.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0038.png,scratch_cluster,2,zoom-none+bg-none
